number,date,range,concept,negation,hof,location,correct_answ,hof_answ,location_answ,negation_answ,bleu_score,levenstein_sim,cosine_sim,jaccard_sim
929,3/1/20 6:38,CXR,Plain x-ray,0,0,null,1,1,1,1,0.646551724,0.588235294,0.617059529,0.6875
930,3/1/20 6:39,oxygen saturation,Oxygen saturation measurement,0,0,null,1,1,1,1,0.646551724,0.586206897,1,0.928571429
931,3/1/20 6:39,chest x-ray,Electrocardiography,0,0,null,0,,,,0.646551724,0.647058824,0.617059529,0.733333333
932,3/1/20 6:39,oxygen saturation,Oxygen saturation measurement,0,0,null,1,1,1,1,0.646551724,0.586206897,1,0.928571429
933,3/1/20 6:39,CRP,C-reactive protein measurement,0,0,null,1,1,1,1,0.166666667,0.566666667,0.057362843,0.6875
934,3/1/20 6:39,knee,"Joint Examination, Knee",0,0,null,0,,,,0.178571429,0.173913043,0.66565303,0.25
935,3/1/20 6:40,ESR,C-reactive protein measurement,0,0,null,0,,,,0,0.194444444,0.115756166,0.647058824
936,3/1/20 6:40,weight,Weighing patient,0,0,null,0,,,,0,0.375,0.354115948,0.6
937,3/1/20 6:40,weight,Weighing patient,0,0,null,0,,,,0,0.375,0.354115948,0.6
938,3/1/20 6:40,weight,Weighing patient,0,0,null,0,,,,0,0.375,0.354115948,0.6
939,3/1/20 6:40,Renal ultrasound,Echography of kidney,0,0,null,1,1,1,1,0.172413793,0.1,0.439303567,0.368421053
940,3/1/20 6:40,weight,Weighing patient,0,0,null,0,,,,0,0.375,0.354115948,0.6
941,3/1/20 6:41,PTT,CAT scan of head,0,0,null,1,1,1,1,0.613425926,0.551020408,0.45135809,0.736842105
942,3/1/20 6:42,CVA,Cerebrovascular accident,0,0,null,1,1,1,1,0.238095238,0.851851852,0.727308333,0.875
943,3/1/20 6:42,stroke,Cerebrovascular accident,0,0,null,1,1,1,1,0.263157895,0.125,0.563425779,0.3125
944,3/1/20 6:42,scan,Cystoscopy,0,0,null,1,1,1,1,0,0.15,0.248644441,0.214285714
945,3/1/20 6:43,screen,Screening for cancer,0,0,null,0,,,,0.178571429,0.3,0.474939605,0.454545455
946,3/1/20 6:43,nephrolithiasis,Kidney Calculi,0,0,null,1,1,1,1,0,0.066666667,0.199959472,0.294117647
947,3/1/20 6:43,HPI,Kidney Calculi,0,0,null,0,,,,0,0.1875,0.218197867,0.666666667
948,3/1/20 6:43,anion gap,Anion gap measurement,0,0,null,1,1,1,1,0.646551724,0.428571429,1,0.538461538
949,3/1/20 6:44,CRP,C-reactive protein measurement,0,0,null,1,1,1,1,0.166666667,0.566666667,0.057362843,0.6875
950,3/1/20 6:44,visual field exam,Visual field study,0,0,null,1,1,1,1,0.625,0.722222222,0.478745272,0.714285714
951,3/1/20 6:44,ROM,Range of motion technique (procedure),0,0,null,1,1,1,1,0.613425926,0.405405405,0.37677805,0.55
952,3/1/20 6:45,Electrocardiogram,Electrocardiography,0,0,null,1,1,1,1,0,0.842105263,0.881710649,0.714285714
953,3/1/20 6:46,EKG,Electrocardiography,0,0,null,1,1,1,1,0,0.421052632,0.351703462,0.454545455
954,3/1/20 6:46,ECG,Electrocardiography,0,0,null,1,0,1,1,0,0.421052632,0.337476489,0.454545455
955,3/1/20 6:46,LAD,Leukocyte adhesion deficiency type 1,0,0,Anterior descending branch of left coronary artery,1,1,1,1,0,0.234375,0.632856071,0.5
956,3/1/20 6:46,EKG,Electrocardiography,0,0,null,1,0,1,1,0,0.421052632,0.351703462,0.454545455
957,3/1/20 6:46,LAD,Leukocyte adhesion deficiency type 1,0,0,Anterior descending branch of left coronary artery,1,1,1,1,0,0.234375,0.632856071,0.5
958,3/1/20 6:46,myocardial infarctions,Leukocyte adhesion deficiency type 1,0,0,null,1,1,1,1,1.277777778,0.954545455,0.689821541,0.928571429
959,3/1/20 6:47,EKG,Electrocardiography,0,0,null,1,0,1,1,0,0.421052632,0.351703462,0.454545455
960,3/1/20 6:47,PDA,Leukocyte adhesion deficiency type 1,0,0,Posterior interventricular branch of right coronary artery,1,1,1,1,0.981481481,0.96,1,0.928571429
961,3/1/20 6:47,unstable angina,Leukocyte adhesion deficiency type 1,0,0,null,1,1,1,1,0.25,0.125,0.462768972,0.916666667
962,3/1/20 6:47,chest x-ray,Plain chest X-ray,0,0,Chest,1,1,1,1,0.646551724,0.647058824,0.617059529,0.733333333
963,3/1/20 6:47,LAD,Leukocyte adhesion deficiency type 1,0,0,Anterior descending branch of left coronary artery,1,1,1,1,0,0.234375,0.632856071,0.5
964,3/1/20 6:47,arrest,Leukocyte adhesion deficiency type 1,0,0,Heart Ventricle,1,1,1,1,0.263157895,0.428571429,0.740449548,0.555555556
965,3/1/20 6:47,chest x-ray,Plain chest X-ray,0,0,Chest,1,1,1,1,0.646551724,0.647058824,0.617059529,0.733333333
966,3/1/20 6:47,Chest x-ray,Plain chest X-ray,0,0,Chest,1,1,1,1,0.646551724,0.647058824,0.617059529,0.733333333
967,3/1/20 6:47,hypothyroidism,Infantile Neuroaxonal Dystrophy,0,0,null,1,1,1,1,1,1,1,1
968,3/1/20 6:48,chest X-Ray,Plain chest X-ray,0,0,Chest,1,1,1,1,0.646551724,0.647058824,0.617059529,0.733333333
969,3/1/20 6:48,cxr,Plain chest X-ray,0,0,null,1,1,1,1,0.646551724,0.588235294,0.617059529,0.6875
970,3/1/20 6:48,endo,Infantile Neuroaxonal Dystrophy,0,0,null,1,1,1,1,0,0.307692308,0.231301844,0.444444444
971,3/1/20 6:48,CHF,Infantile Neuroaxonal Dystrophy,0,0,null,1,1,1,1,0.981481481,0.96,1,0.941176471
972,3/1/20 6:48,cholecystectomy,Cholecystectomy procedure,0,0,Lower Extremity,1,1,1,1,0.263157895,0.6,0.838336408,0.642857143
973,3/1/20 6:48,cholecystectomy,Cholecystectomy procedure,0,0,null,1,1,1,1,0.263157895,0.6,0.838336408,0.642857143
974,3/1/20 6:49,UTI,Urinary tract infection,0,0,null,1,1,1,1,0.981481481,0.958333333,1,0.923076923
975,3/1/20 6:49,cholecystectomy,Cholecystectomy procedure,0,0,null,1,1,1,1,0.263157895,0.6,0.838336408,0.642857143
976,3/1/20 6:49,UTI,Urinary tract infection,0,0,null,1,1,1,1,0.981481481,0.958333333,1,0.923076923
977,3/1/20 6:49,UTI,Urinary tract infection,0,0,null,1,1,1,1,0.981481481,0.958333333,1,0.923076923
978,3/1/20 6:49,URI,Urinary tract infection,0,0,null,1,1,1,1,0.82437276,0.794117647,0.699600528,0.933333333
979,3/1/20 6:49,rehab,Rehabilitation therapy,0,0,null,1,1,1,1,0,0.227272727,0.349783756,0.384615385
980,3/1/20 6:49,obese,Obesity,0,0,null,1,1,1,1,0.5,0.571428571,0.714399695,0.571428571
981,3/1/20 6:50,drug allergies,Obesity,1,0,null,1,1,1,1,1.277777778,0.785714286,0.855543911,0.727272727
982,3/1/20 6:50,diabetes,Obesity,0,0,null,1,1,1,1,0.263157895,0.470588235,0.809197426,0.636363636
983,3/1/20 6:50,rehabilitation,Rehabilitation therapy,0,0,null,1,1,1,1,0.263157895,0.636363636,0.745181441,0.769230769
984,3/1/20 6:50,htn,Obesity,0,0,null,1,1,1,1,0.263157895,0.5,0.673710167,0.6
985,3/1/20 6:50,Rehabilitation,Rehabilitation therapy,0,0,null,1,1,1,1,0.263157895,0.636363636,0.745181441,0.769230769
986,3/1/20 6:50,diabetes,Obesity,0,0,null,1,1,1,1,0.263157895,0.470588235,0.809197426,0.636363636
987,3/1/20 6:50,physical therapy,Physical therapy,0,0,null,1,1,1,1,1,1,1,1
988,3/1/20 6:50,GERD,Depressive disorder,0,0,null,1,1,1,1,0.646551724,0.741935484,0.67886433,0.823529412
989,3/1/20 6:51,Chronic Pain Syndrome,Depressive disorder,0,0,null,1,1,1,1,1,1,1,1
990,3/1/20 6:51,blood draws,Venous blood sampling,0,0,Blood,0,,,,0.172413793,0.285714286,0.414316639,0.411764706
991,3/1/20 6:51,Type II Diabetes,Depressive disorder,0,0,null,1,1,1,1,0.166666667,0.175,0.395424525,0.529411765
992,3/1/20 6:51,Depression,Depressive disorder,0,0,null,1,1,1,1,0.263157895,0.473684211,0.714156926,0.7
993,3/1/20 6:51,Asthma,Depressive disorder,0,0,null,1,1,1,1,1,1,1,1
994,3/1/20 6:52,tubal ligation,Tubal Ligation,0,1,null,1,1,1,1,1,1,1,1
995,3/1/20 6:52,Osteoarthritis,Depressive disorder,0,0,null,1,1,1,1,0,0.461538462,0.608981133,0.5
996,3/1/20 6:52,tubal ligation,Tubal Ligation,0,0,null,1,1,1,1,1,1,1,1
997,3/1/20 6:52,adrenal adenoma,Depressive disorder,0,0,Adrenal Glands,1,1,1,1,0.344827586,0.625,0.647978768,0.75
998,3/1/20 6:52,hives,Depressive disorder,0,0,null,1,1,1,1,0.5,0.111111111,0.684219539,0.1
999,3/1/20 6:52,percussion,Percussion,0,0,null,1,1,1,1,1,1,1,1
1000,3/1/20 6:53,dementia,Depressive disorder,0,0,null,1,1,1,1,1,1,1,1
1001,3/1/20 6:53,percussion,Percussion,0,0,Chest,1,1,1,1,1,1,1,1
1002,3/1/20 6:53,breast cancer,Depressive disorder,1,1,Breast,1,1,1,0,0.25,0.625,0.732954413,0.75
1003,3/1/20 6:53,Pulmonary adenoma,Depressive disorder,0,0,Lung,1,1,1,1,0.172413793,0.176470588,0.509897235,0.642857143
1004,3/1/20 6:54,Colon polyps,Depressive disorder,0,0,Colon structure (body structure),1,1,1,1,0.9375,0.857142857,0.883559853,0.888888889
1005,3/1/20 6:54,DYSLIPIDEMIA,Transient Ischemic Attack,0,0,null,1,1,1,1,0.5,0.923076923,0.496387571,1
1006,3/1/20 6:55,Angioplasty,Angioplasty,0,0,null,1,1,1,1,1,1,1,1
1007,3/1/20 6:55,ADULT ONSET DIABETES,Transient Ischemic Attack,0,0,null,1,1,1,1,0.166666667,0.225,0.26173386,0.75
1008,3/1/20 6:55,angioplasty,Angioplasty,0,0,null,1,1,1,1,1,1,1,1
1009,3/1/20 6:55,TIA,Transient Ischemic Attack,0,0,null,1,1,1,1,0.981481481,0.961538462,1,0.923076923
1010,3/1/20 6:55,angioplasty,Angioplasty,0,0,null,1,1,1,1,1,1,1,1
1011,3/1/20 6:55,angioplasty,Angioplasty,0,0,null,1,1,1,1,1,1,1,1
1012,3/1/20 6:55,PDA,Patent ductus arteriosus,0,0,Posterior interventricular branch of right coronary artery,1,1,1,1,0.981481481,0.96,1,0.928571429
1013,3/1/20 6:56,PDA,Patent ductus arteriosus,0,0,Posterior interventricular branch of right coronary artery,1,1,1,1,0.981481481,0.96,1,0.928571429
1014,3/1/20 6:56,angioplasty,Angioplasty,0,0,null,1,1,1,1,1,1,1,1
1015,3/1/20 6:56,angioplasty,Angioplasty,0,0,null,1,1,1,1,1,1,1,1
1016,3/1/20 6:56,bowel or bladder incontinence,Fecal Incontinence,0,0,Urinary Bladder,1,1,1,1,0.227272727,0.517241379,0.39793082,0.642857143
1017,3/1/20 6:56,"incontinence of urine , stool",Fecal Incontinence,0,0,null,1,1,1,1,0.217391304,0.275862069,0.503075512,0.642857143
1018,3/1/20 6:56,dialysis,Dialysis procedure,0,0,null,1,1,1,1,0.263157895,0.444444444,0.629607886,0.461538462
